"","License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"211",1025358,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","REBA REALTY CORP","WALKER'S","16 N MOORE ST","","NEW YORK","NY","10013",883451,"","12/01/2017","11/30/2019",40.71976435,-74.00684828,"(40.71976435, -74.00684828)"
"212",1025359,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RIOMAR CORP","KANA","324 SPRING STREET","","NEW YORK","NY","10013",867773,"12/24/1998","12/01/2016","11/30/2018",40.72592771,-74.00917469,"(40.72592771, -74.00917469)"
"213",1025367,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SALAAM BOMBAY RESTAURANT INC","","319 GREENWICH STREET","","NEW YORK","NY","10013",864827,"","08/01/2016","07/31/2018",40.71716244,-74.01061984,"(40.71716244, -74.01061984)"
"214",1025379,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CUPPING ROOM CAFE INC,THE","CUPPING ROOM CAFE","359 W BROADWAY","","NEW YORK","NY","10013",871844,"","03/01/2017","02/28/2019",40.72290166,-74.00320404,"(40.72290166, -74.00320404)"
"215",1025380,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ODEON INC, THE","","145 W BROADWAY","","NEW YORK","NY","10013",858728,"","04/01/2016","03/31/2018",40.71698022,-74.00797282,"(40.71698022, -74.00797282)"
"216",1025413,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","164 MULBERRY STREET CORP","DA NICO","164 MULBERRY STREET","","NEW YORK","NY","10013",874948,"06/13/1995","06/01/2017","05/31/2019",40.71978959,-73.99702712,"(40.71978959, -73.99702712)"
"217",1025414,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","174 GRAND STREET CORP","ONIEALS GRAND STREET","174 GRAND STREET","","NEW YORK","NY","100133761",876090,"07/12/1995","07/01/2017","06/30/2019",40.7196037,-73.9979962,"(40.7196037, -73.9979962)"
"218",1025415,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","2B RESTAURANT CORP","PEASANT","194 ELIZABETH STREET","","NEW YORK","NY","10013",883574,"","02/01/2018","01/31/2020",40.72169174,-73.99446233,"(40.72169174, -73.99446233)"
"219",1025418,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","273 CHURCH WALKER INC","","273 CHURCH ST","","NEW YORK","NY","10013",863519,"","07/01/2016","06/30/2018",40.71834284,-74.00513713,"(40.71834284, -74.00513713)"
"220",1025438,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","57 GRAND STREET CAFE CORP","TOAD HALL","57 GRAND STREET","","NEW YORK","NY","10013",869483,"02/10/1993","02/01/2017","01/31/2019",40.72221457,-74.0035838,"(40.72221457, -74.0035838)"
"221",1025454,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HOME RESTAURANT  LLC","HOME RESTAURANT","20 CORNELIA STREET","","NEW YORK","NY","10014",863940,"07/30/2008","07/01/2016","06/30/2018",40.73158663,-74.00145,"(40.73158663, -74.00145)"
"222",1025457,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AUTOMATIC SLIMS INC","AUTOMATIC SLIMS","131 BANK STREET","AKA 733 WASHINGTON STREET","NEW YORK","NY","10014",876035,"07/01/1986","07/01/2017","06/30/2019",40.73630249,-74.0079346,"(40.73630249, -74.0079346)"
"223",1025476,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BENNYS BURRITOS INC","BENNYS BURRITOS","111 113 GREENWICH AVENUE","","NEW YORK","NY","10014",865048,"","09/01/2016","08/31/2018",40.73802704,-74.00204497,"(40.73802704, -74.00204497)"
"224",1025483,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BUFFINTON LTD","","32 JONES STREET","(STORES #2,3,4)","NEW YORK","NY","10014",882858,"","11/01/2017","10/31/2019",40.73207768,-74.00215475,"(40.73207768, -74.00215475)"
"225",1025490,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CALIENTE CAB REST CO INC","CALIENTE CAB CO","61 7TH AVENUE SOUTH","","NEW YORK","NY","10014",869220,"","02/01/2017","01/31/2019",40.73163207,-74.00385405,"(40.73163207, -74.00385405)"
"226",1025501,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHRIS ESTEY FOOD INC","PIECES","8 CHRISTOPHER ST","","NEW YORK","NY","10014",878491,"","10/01/2017","09/30/2019",40.73400324,-73.99966672,"(40.73400324, -73.99966672)"
"227",1025505,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CORNELIA STREET CAFE INC","","29 CORNELIA STREET","","NEW YORK","NY","10014",873459,"04/23/1984","04/01/2017","03/31/2019",40.73162637,-74.00167987,"(40.73162637, -74.00167987)"
"228",1025508,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","COWGIRL INC","COWGIRL & BAR K","519 521 HUDSON STREET","","NEW YORK","NY","10014",871805,"03/01/2005","03/01/2017","02/28/2019",40.73385851,-74.00634039,"(40.73385851, -74.00634039)"
"229",1025554,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HENSAM ENTERPRISES INC","S.O.B.'S","204 VARICK STREET","","NEW YORK","NY","10014",857309,"","03/01/2016","02/28/2018",40.72856258,-74.0052249,"(40.72856258, -74.0052249)"
"230",1025563,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","J P G LLC","PHILIP MARIE","569 HUDSON ST","","NEW YORK","NY","10014",882561,"11/30/1998","11/01/2017","10/31/2019",40.73586199,-74.00602852,"(40.73586199, -74.00602852)"
"231",1025565,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","J S T RESTAURANT CORP","TAVERN ON JANE","31 8TH AVENUE","","NEW YORK","NY","10014",868555,"12/28/1995","12/01/2016","11/30/2018",40.73817043,-74.00420191,"(40.73817043, -74.00420191)"
"232",1025590,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LA RIPAILLE CORP","LA RIPAILLE","605 HUDSON ST","","NEW YORK","NY","10014",870081,"03/04/1980","03/01/2017","02/28/2019",40.73731952,-74.00580951,"(40.73731952, -74.00580951)"
"233",1025598,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LEWEK CORP","THE CUBBY HOLE","281 W 12TH STREET","","NEW YORK","NY","10014",875865,"08/05/1987","08/01/2017","07/31/2019",40.73760088,-74.00380631,"(40.73760088, -74.00380631)"
"234",1025603,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MANHATTAN MONSTER INC","","80 GROVE STREET","","NEW YORK","NY","10014",857217,"","03/01/2016","02/28/2018",40.73332539,-74.00250231,"(40.73332539, -74.00250231)"
"235",1025612,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MIRABI INC","DOWN THE HATCH","175 179 W 4TH STREET","","NEW YORK","NY","10014",865754,"07/13/2011","09/01/2016","08/31/2018",40.73243487,-74.00167856,"(40.73243487, -74.00167856)"
"236",1025616,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NATALEX REST INC","BURRITO LOCO","166 W 4TH STREET","","NEW YORK","NY","10014",878603,"11/30/1984","10/01/2017","09/30/2019",40.73191116,-74.00137861,"(40.73191116, -74.00137861)"
"237",1025629,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PATLAR CORP","BARROWS PUB","93 BARROW  STREET","463 HUDSON ST","NEW YORK","NY","100143730",876336,"08/17/1983","08/01/2017","07/31/2019",40.73164268,-74.00693291,"(40.73164268, -74.00693291)"
"238",1025637,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RAJMAR HOLDINGS INC","HUDSON BAR & BOOKS","636 HUDSON STREET","","NEW YORK","NY","10014",867742,"","11/01/2016","10/31/2018",40.73872534,-74.00541916,"(40.73872534, -74.00541916)"
"239",1025645,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","S L P MANAGEMENT INC","THE SLAUGHTERED LAMB","182 W 4TH STREET","","NEW YORK","NY","10014",881351,"01/12/2000","01/03/2018","12/31/2019",40.73238506,-74.00180848,"(40.73238506, -74.00180848)"
"240",1025682,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VILLAGE ACADEMY BAR INC,THE","THE HANGAR","115 CHRISTOPHER STREET","","NEW YORK","NY","10014",875324,"06/10/1993","06/01/2017","05/31/2019",40.73329935,-74.00519158,"(40.73329935, -74.00519158)"
"241",1025684,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TO HUA LTD","DO HWA RESTAURANT","53 55 CARMINE ST","","NEW YORK","NY","10014",882957,"","11/01/2017","10/31/2019",40.72980744,-74.00407452,"(40.72980744, -74.00407452)"
"242",1025686,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TORTILLA FLATS INC","TORTILLA FLATS","767 WASHINGTON STREET","","NEW YORK","NY","10014",857574,"03/28/1983","03/01/2016","02/28/2018",40.73745056,-74.00812906,"(40.73745056, -74.00812906)"
"243",1025727,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","58 JAZZ INC","ARTHURS TAVERN","57 GROVE STREET","","NEW YORK","NY","10014",868519,"11/22/2005","12/01/2016","11/30/2018",40.73309911,-74.00357689,"(40.73309911, -74.00357689)"
"244",1025744,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ANAGAP RESTAURANT INC","IRISH WHISKEY BAR","531 2ND AVENUE","","NEW YORK","NY","10016",869641,"01/05/1999","01/04/2017","12/31/2018",NA,NA,""
"245",1025754,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BALBONA RESTAURANT CORP","SAMS PLACE","132 E 39TH STREET","","NEW YORK","NY","10016",871327,"","03/01/2017","02/28/2019",40.74945691,-73.97739967,"(40.74945691, -73.97739967)"
"246",1025762,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOLU INC","TURKISH KITCHEN","386 3RD AVENUE","","NEW YORK","NY","10016",860340,"","06/01/2016","05/31/2018",40.7417521,-73.98108245,"(40.7417521, -73.98108245)"
"247",1025763,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BRASERO RESTAURANT INC","BABY BO'S CANTINA","627 2ND AVENUE","","NEW YORK","NY","10016",868113,"01/29/1971","10/31/2016","10/31/2018",40.74496323,-73.97582285,"(40.74496323, -73.97582285)"
"248",1025765,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","C P N CORP","NOTARO RESTAURANT","635 2ND AVENUE","","NEW YORK","NY","10016",868692,"01/26/1996","12/01/2016","11/30/2018",40.74524231,-73.97561938,"(40.74524231, -73.97561938)"
"249",1025771,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CEAD SLAINTE INC","PADDY REILLYS","519 2ND AVENUE","","NEW YORK","NY","10016",864668,"07/15/1994","07/25/2016","06/30/2018",40.7414961,-73.97834122,"(40.7414961, -73.97834122)"
"250",1025772,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CELTIC TIGER INC","THE BLACK SHEEP","583 3RD AVENUE","","NEW YORK","NY","10016",868603,"12/09/1998","12/01/2016","11/30/2018",40.7483488,-73.97610966,"(40.7483488, -73.97610966)"
"251",1025803,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GEMINI DINER INC","GEMINI DINER","641 2ND AVENUE","","NEW YORK","NY","10016",865224,"","09/01/2016","08/31/2018",40.74545163,-73.97546678,"(40.74545163, -73.97546678)"
"252",1025806,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GROUBEN FOOD CORP","BUBO","515 3RD AVE","","NEW YORK","NY","10016",877352,"03/01/1981","09/14/2017","02/28/2019",40.74602054,-73.97780729,"(40.74602054, -73.97780729)"
"253",1025809,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HAKUBAI INC","","66 PARK AVENUE","17TH FLOOR","NEW YORK","NY","10016",876315,"","08/01/2017","07/31/2019",40.74964683,-73.97967673,"(40.74964683, -73.97967673)"
"254",1025810,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HAKUBAI INC","","42 E 38TH STREET","","NEW YORK","NY","10016",874314,"06/19/1989","06/01/2017","05/31/2019",40.74991619,-73.98040676,"(40.74991619, -73.98040676)"
"255",1025818,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JACKSON HOLE BURGER INC","JACKSON HOLE","521 3RD AVENUE","","NEW YORK","NY","10016",868997,"01/17/1986","01/01/2017","12/31/2018",40.74625671,-73.97763634,"(40.74625671, -73.97763634)"
"256",1025819,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HOUSE OF LASAGNA INC","","334 LEXINGTON AVENUE","","NEW YORK","NY","10016",875974,"06/05/2003","07/01/2017","06/30/2019",40.74957018,-73.97746185,"(40.74957018, -73.97746185)"
"257",1025844,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MDO DEVELOPMENT CORP","THE WATER CLUB","500 E 30TH ST","32ND STREET & EAST RIVER","NEW YORK","NY","10016",857825,"","03/01/2016","02/28/2018",40.74074,-73.97431,"(40.74074, -73.97431)"
"258",1025849,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MENDYS RESTAURANT INC","BEDFORD ON PARK","10 PARK AVENUE","","NEW YORK","NY","10016",876859,"05/19/2017","08/01/2017","07/31/2019",40.74717131,-73.98147799,"(40.74717131, -73.98147799)"
"259",1025856,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","NEW YORK PUBS INC","THE GINGER MAN","11 EAST36 S 36TH STREET","","NEW YORK","NY","10016",869180,"01/25/1996","01/01/2017","12/31/2018",40.74945482,-73.98284638,"(40.74945482, -73.98284638)"
"260",1025860,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ORENSE INC","TOLEDO RESTAURANT","6 E 36TH STREET","","NEW YORK","NY","10016",879453,"","10/01/2017","09/30/2019",40.74948785,-73.98321996,"(40.74948785, -73.98321996)"
"261",1025870,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PGM NEW YORK INC","MADISON BISTRO","238 MADISON AVE","","NEW YORK","NY","10016",882406,"11/06/1998","11/01/2017","10/31/2019",40.7499204,-73.98145695,"(40.7499204, -73.98145695)"
"262",1025878,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RIO RESTAURANT ASSOCIATES LTD","EL RIO GRANDE","560 3RD AVE (AKA 160 E 38 ST)","","NEW YORK","NY","10016",876607,"","08/01/2017","07/31/2019",40.74765454,-73.97678317,"(40.74765454, -73.97678317)"
"263",1025881,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SALVATORE'S CORP","COPPOLA'S EAST","378 3RD AVENUE","","NEW YORK","NY","10016",874997,"06/03/1998","06/01/2017","05/31/2019",40.74146114,-73.98129673,"(40.74146114, -73.98129673)"
"264",1025882,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAMS 2ND AVENUE ALE  HOUSE INC","WATERFRONT ALE HOUSE","540 2ND AVENUE","","NEW YORK","NY","10016",875549,"05/20/2013","07/01/2017","06/30/2019",40.74222538,-73.97764771,"(40.74222538, -73.97764771)"
"265",1025894,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","T & T 130 PIZZA CORP","BELLA NAPOLI","130 MADISON AVENUE","","NEW YORK","NY","10016",869784,"","02/01/2017","01/31/2019",NA,NA,""
"266",1025902,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VALDOME INC","","122 E 27TH STREET","","NEW YORK","NY","10016",865770,"","09/01/2016","08/31/2018",40.74218671,-73.98344664,"(40.74218671, -73.98344664)"
"267",1025904,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VILLA BERULIA INC","VILLA BERULIA RESTAURANT","107 E 34TH STREET","","NEW YORK","NY","10016",871236,"","03/01/2017","02/28/2019",40.74696114,-73.98089535,"(40.74696114, -73.98089535)"
"268",1025922,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","267 MADISON PUB INC","MULLIGANS","267 MADISON AVENUE","","NEW YORK","NY","10016",874090,"05/23/1995","05/01/2017","04/30/2019",40.75110358,-73.98048924,"(40.75110358, -73.98048924)"
"269",1025933,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","449 RESTAURANT INC","MOONSTRUCK E RESTAURANT","449 3RD AVENUE","","NEW YORK","NY","10016",868104,"11/14/1991","11/01/2016","10/31/2018",40.74376752,-73.97945643,"(40.74376752, -73.97945643)"
"270",1025935,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","513 THIRD RESTAURANT LTD","JOSHUA TREE","513 3RD AVENUE","","NEW YORK","NY","10016",878768,"","09/01/2017","08/31/2019",40.74594181,-73.97786427,"(40.74594181, -73.97786427)"
"271",1025939,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","560 THIRD AVE GROCERY CORP","DUKES","560 566 THIRD AVE","","NEW YORK","NY","10016",868274,"12/08/1998","12/01/2016","11/30/2018",40.74790404,-73.9765991,"(40.74790404, -73.9765991)"
"272",1025949,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AMISH CORPORATION","CLUB USAGI","320 324 E 49TH STREET","STORES 3 & 4","NEW YORK","NY","10017",859914,"","05/01/2016","04/30/2018",40.75398213,-73.96836625,"(40.75398213, -73.96836625)"
"273",1025952,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ARK BRYANT PARK LLC","BRYANT PARK GRILL","25 W 40TH ST","BRYANT PARK  42ND STREET","NEW YORK","NY","10017",873864,"05/15/1995","05/01/2017","04/30/2019",40.75257,-73.98257,"(40.75257, -73.98257)"
"274",1025953,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ARK BRYANT PARK LLC","BRYANT PARK GRILL","25 W 40TH ST","BRYANT PARK 40TH STREET","NEW YORK","NY","10017",873862,"06/09/2014","05/01/2017","04/30/2019",40.75257,-73.98257,"(40.75257, -73.98257)"
"275",1025956,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AZUSA OF JAPAN INC","AZUSA OF JAPAN","3 E 44TH STREET","","NEW YORK","NY","10017",872188,"","03/01/2017","02/28/2019",40.75474123,-73.97972631,"(40.75474123, -73.97972631)"
"276",1025980,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRAND CENTRAL OYSTER BAR INC","GRAND CENTRAL OYSTER BAR","GRAND CENTRAL TERMINAL","","NEW YORK","NY","10017",875430,"","08/01/2017","07/31/2019",40.75300149,-73.97786028,"(40.75300149, -73.97786028)"
"277",1025988,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IL POSTINO INC","","337 339 E 49TH ST","","NEW YORK","NY","10017",858081,"","03/01/2016","02/28/2018",40.75389441,-73.96800967,"(40.75389441, -73.96800967)"
"278",1025992,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JBM PM ASSOCIATES INC","GENTE","730 3RD AVENUE","ENTRANCE ON E 45TH STREET","NEW YORK","NY","10017",880392,"09/10/2003","12/01/2017","11/30/2019",40.75305263,-73.97284428,"(40.75305263, -73.97284428)"
"279",1025994,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JJJ & R RESTAURANT INC","BOBBY VAN'S","230 PARK AVENUE","STORE#14","NEW YORK","NY","10017",869398,"","01/01/2017","12/31/2018",40.75456158,-73.97615174,"(40.75456158, -73.97615174)"
"280",1026004,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LENMAR RESTAURANT INC","PIETROS","232 EAST 43RD ST","","NEW YORK","NY","10017",880157,"12/04/1984","12/01/2017","11/30/2019",40.75112569,-73.97318605,"(40.75112569, -73.97318605)"
"281",1026020,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MORTONS OF CHICAGO/5TH AVE INC","MORTON'S THE STEAKHOUSE","551 5TH AVENUE","","NEW YORK","NY","10017",877861,"","09/01/2017","08/31/2019",40.75554721,-73.97923994,"(40.75554721, -73.97923994)"
"282",1026031,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","OSTERIA LAGUNA LLC","OSTERIA LAGUNA","209 E 42ND STREET","","NEW YORK","NY","10017",860506,"","07/01/2016","06/30/2018",40.75068084,-73.97408852,"(40.75068084, -73.97408852)"
"283",1026032,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","P S DEVELOPMENT LLC","PERSHING SQUARE","90 EAST 42ND ST","","NEW YORK","NY","10017",875933,"07/13/1999","07/01/2017","06/30/2019",40.75217246,-73.97792536,"(40.75217246, -73.97792536)"
"284",1026035,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PATROON OPERATING COMPANY LLC","ARETSKY'S PATROON","158 160 E 46TH ST","","NEW YORK","NY","10017",881971,"08/10/2016","10/01/2017","09/30/2019",40.75362308,-73.97348376,"(40.75362308, -73.97348376)"
"285",1026037,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PENNY PORT LLC","MICHAEL JORDANS STEAK","23 VANDERBILT AVE","","NEW YORK","NY","10017",871815,"03/17/1998","03/01/2017","02/28/2019",40.75300149,-73.97786028,"(40.75300149, -73.97786028)"
"286",1026041,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PUNCHGINI INC","BUKHARA GRILL & INDIAN SPI","217 E 49TH ST","","NEW YORK","NY","10017",878911,"","09/01/2017","08/31/2019",NA,NA,""
"287",1026051,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SHO RIKI INC","","141 E 45TH ST BSMNT, FL 1","","NEW YORK","NY","10017",867215,"11/29/2004","10/01/2016","09/30/2018",40.75316469,-73.97419511,"(40.75316469, -73.97419511)"
"288",1026053,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SINHA LLC","CASA","72 74 BEDFORD ST","","NEW YORK","NY","10014",879454,"10/01/1998","10/01/2017","09/30/2019",40.73147652,-74.00481906,"(40.73147652, -74.00481906)"
"289",1026058,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SUSHIYA JAPANESE REST INC","SUSHIYA JAPANESE REST","28 W 56TH ST","","NEW YORK","NY","10017",863620,"","07/01/2016","06/30/2018",40.76262448,-73.97541351,"(40.76262448, -73.97541351)"
"290",1026065,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAKE CLUB INC,THE","SAKAGURA","211 E 43RD STREET","","NEW YORK","NY","10017",875098,"07/01/1996","07/01/2017","06/30/2019",40.75138821,-73.97365384,"(40.75138821, -73.97365384)"
"291",1026076,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","M ARAI INC","","137 E 45TH STREET","","NEW YORK","NY","10017",865944,"12/22/2010","10/01/2016","09/30/2018",40.75324481,-73.97423812,"(40.75324481, -73.97423812)"
"292",1026080,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MATSUYA NEW YORK INC","MATSUNOYA","131 E 45TH STREET","","NEW YORK","NY","10017",873096,"04/21/1992","04/01/2017","03/31/2019",40.75738975,-73.98406737,"(40.75738975, -73.98406737)"
"293",1026083,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","14 EAST 47TH PUB INC","","14 E 47TH STREET","","NEW YORK","NY","10017",859905,"","05/01/2016","04/30/2018",40.75605151,-73.97723403,"(40.75605151, -73.97723403)"
"294",1026087,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","3 EAST 48TH RESTAURANT INC","PJ MORAN'S","3 E 48TH STREET","","NEW YORK","NY","10017",869691,"01/16/1986","01/06/2017","12/31/2018",40.75726298,-73.97790392,"(40.75726298, -73.97790392)"
"295",1026090,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","48TH RESTAURANT ASSOCIATES LLC","AVRA ESTIATORIO","145 E 48TH ST","","NEW YORK","NY","10017",861057,"02/14/2000","04/04/2016","01/31/2018",40.75521913,-73.97307855,"(40.75521913, -73.97307855)"
"296",1026093,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","692 RESTAURANT CORP","MULDOONS IRISH PUB","692 3RD AVENUE","","NEW YORK","NY","10017",874295,"05/28/1992","05/01/2017","04/30/2019",40.75186495,-73.97373626,"(40.75186495, -73.97373626)"
"297",1026100,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ABIGAELS ON BROADWAY INC","ABIGAELS ON BROADWAY","1407 BROADWAY","","NEW YORK","NY","10018",870176,"","03/01/2017","02/28/2019",40.75343946,-73.98719364,"(40.75343946, -73.98719364)"
"298",1026102,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AQUA GRILL INC","","208 210 SPRING STREET","","NEW YORK","NY","10012",869907,"","02/01/2017","01/31/2019",40.72537102,-74.00380094,"(40.72537102, -74.00380094)"
"299",1026104,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BALARINI RESTAURANT CORP","ARNO RISTORANTE","525 7TH AVENUE","AKA 141 WEST 38TH STREET","NEW YORK","NY","10018",882597,"10/18/2007","10/05/2017","09/30/2019",40.7537259,-73.98848531,"(40.7537259, -73.98848531)"
"300",1026106,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BLEIBURG RESTAURANT INC","KEENS CHOPHOUSE","72 W 36TH STREET","","NEW YORK","NY","10018",871809,"09/01/1978","03/01/2017","02/28/2019",40.75079502,-73.98632421,"(40.75079502, -73.98632421)"
"301",1026117,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FIVE M CORP","DELMONICO'S KITCHEN","205 W 36TH STREET","","NEW YORK","NY","10018",872966,"04/03/1984","04/01/2017","03/31/2019",40.75238646,-73.98979892,"(40.75238646, -73.98979892)"
"302",1026133,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PISCES BAR & TAVERN INC","","543 8TH AVE","","NEW YORK","NY","10018",876152,"08/28/1996","08/01/2017","07/31/2019",40.75421226,-73.99204736,"(40.75421226, -73.99204736)"
"303",1026137,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TAFT FRIDAY 50TH STREET LLC","T G I FRIDAYS","761 779 7TH AVENUE","AKA 155 161 W 50TH STREET","NEW YORK","NY","10018",883612,"","03/01/2018","02/29/2020",40.76153575,-73.98286725,"(40.76153575, -73.98286725)"
"304",1026140,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TRF OPERATING CORP","WINDFALL","23 WEST 39TH ST","","NEW YORK","NY","10018",880459,"10/27/1999","12/01/2017","11/30/2019",40.75192367,-73.98295446,"(40.75192367, -73.98295446)"
